0 6963 1345123774
1 10404 868805982
2 16588 1021108743
3 1720 788135410
4 12946 950987439
5 6690 1232074479
6 3324 1076427713
7 3145 858979190
8 4022 1292827013
9 2764 1054669966
10 10146 745794999
11 1700 902888853
12 2619 934870164
13 4809 950138791
14 2337 736820260
15 6701 1007875149
16 5328 1010038786
17 3153 983694133
18 1759 709688654
19 14568 711714035
20 11866 999549708
21 1481 977862376
22 15000 916972758
23 1606 957611673
24 4710 943519491
25 3242 912128755
26 9289 885846044
27 11796 969402796
28 11476 900787504
29 4066 1013775000
30 1812 717094306
31 15750 993518260
32 3883 1074395757
33 2892 896138291
34 17357 719773580
35 1374 794491210
36 19549 819780519
37 3117 1105067013
38 4168 878967139
39 6785 1087501518
40 2783 999291571
41 5256 1381955749
42 8224 1135473953
43 2451 750582966
44 3186 1010629549
45 1027 799997820
46 1096 828636853
47 872 596508459
48 4039 1314192090
49 19535 951114919
50 1514 1027866345
51 7727 1051587450
52 12024 1003612860
53 1607 727776451
54 9822 955772757
55 19448 927849528
56 2044 829750582
57 18430 910417421
58 990 761855807
59 1171 917241689
60 4854 903673987
61 1138 818478922
62 6941 971043660
63 2394 929168714
  
0 11063 2736779214
1 47235 2119870782
2 43908 2268377281
3 22235 2086918821
4 17304 2518607254
5 8142 2458446567
6 4997 2494626571
7 10464 2103832519
8 5853 2530408810
9 4397 2436561922
10 41918 1788654131
11 3360 2234514818
12 3851 2006121487
13 6278 2023946221
14 3594 1803287764
15 8249 2308699404
16 7493 2485712302
17 4792 2374040134
18 2902 1678376306
19 44377 1524608108
20 21312 2135939869
21 5530 2516580296
22 30186 2133772455
23 3209 2272984520
24 6336 2279995029
25 4377 1891695436
26 39387 2067314821
27 13423 2021321278
28 13146 2295390687
29 5383 2152135185
30 3331 2020605018
31 29360 2236140577
32 5715 2625501591
33 25043 2117522458
34 51846 1735630526
35 2906 2099968004
36 58496 2003276475
37 4624 2389834643
38 15074 2076370831
39 13452 2242243492
40 5584 2508716439
41 6996 2876110182
42 9607 2331178177
43 4214 2207120340
44 4743 2316171907
45 2291 1861481937
46 2381 1909194373
47 9420 1899819438
48 5772 2737371643
49 53812 1899338818
50 2950 2248538131
51 22802 2357975468
52 48070 2193336150
53 9709 2169172097
54 14838 2251548725
55 26133 2156384755
56 3273 1886254874
57 43079 1998565224
58 2568 2069888634
59 3174 2401631637
60 6343 2176579548
61 2493 1978400438
62 13384 2207705881
63 4390 2551970824
  
0 12350 3838963740
1 74418 3381884559
2 75592 3642455959
3 26896 3546928235
4 19224 3948340525
5 9452 3595695556
6 6358 3674274437
7 12499 3377589764
8 7352 3806588353
9 6981 4158061007
10 55464 2901646062
11 4661 3345677555
12 7840 3560830865
13 8020 3389126376
14 5205 3142908936
15 9891 3709398232
16 8522 3374445948
17 7199 4132895074
18 12391 3121999885
19 72074 2296281062
20 22959 3388397667
21 7048 3795253545
22 32071 3408971937
23 7695 4082759837
24 11457 4265931254
25 6103 3317365095
26 77301 3311038946
27 27518 3380204277
28 14677 3604998948
29 7315 3764713763
30 5348 3703634261
31 31560 3340747249
32 7635 4245419373
33 40630 3383277434
34 88421 2759612856
35 4284 3302880932
36 89068 3155319466
37 6279 3800758947
38 16342 3152078746
39 14847 3416517009
40 7041 3739220264
41 9110 4616615627
